Timestamp,InitiatorIP,ResponderIP,ResponderPort,Protocol,TotalBytes,Duration
2025-07-08 13:33:37,183.179.143.44,147.17.218.28,63007,UDP,97365,3029
2025-07-08 03:39:37,78.246.182.161,192.168.1.36,143,ICMP,670042,1838
2025-07-07 21:50:37,192.168.1.29,211.39.231.57,1264,TCP,310438,2426
2025-07-08 11:53:37,54.205.54.78,192.168.1.19,1264,ICMP,4027231,2551
2025-07-08 19:01:37,45.140.219.165,18.125.169.171,143,TCP,407036,578
2025-07-07 22:57:37,101.185.34.222,192.168.1.37,43409,UDP,890395,95
2025-07-08 04:09:37,132.2.73.56,155.161.184.245,51020,TCP,328756,1007
2025-07-07 20:15:37,40.86.164.32,192.168.1.34,43786,ICMP,794862,2033
2025-07-08 01:28:37,192.168.1.14,192.168.1.42,25049,UDP,317318,344
2025-07-08 18:32:37,192.168.1.12,192.168.1.31,25085,ICMP,786835,1873
2025-07-07 21:08:37,221.254.243.92,192.168.1.35,3083,UDP,4655721,2562
2025-07-08 12:13:37,77.157.103.122,87.245.134.116,53980,UDP,760753,2682
2025-07-08 17:07:37,64.197.92.250,192.168.1.42,1264,TCP,572735,3176
2025-07-08 00:11:37,177.16.66.94,184.186.181.36,21,ICMP,438757,3263
2025-07-08 00:15:37,87.159.69.91,65.46.117.115,2589,TCP,334099,2131
2025-07-08 18:50:37,192.168.1.33,117.155.34.21,50339,UDP,424362,879
2025-07-07 21:18:37,85.38.165.125,12.2.236.183,2658,UDP,56933,539
2025-07-08 01:51:37,209.173.79.182,155.223.46.187,38863,ICMP,131911,309
2025-07-08 12:21:37,164.231.212.154,213.219.150.233,29147,TCP,843712,636
2025-07-08 07:06:37,158.111.253.153,192.168.1.24,25049,UDP,332463,873
2025-07-08 19:30:37,157.149.95.221,89.151.250.197,143,TCP,671565,474
2025-07-08 10:51:37,78.45.118.32,151.41.54.241,63638,UDP,65569,2201
2025-07-08 10:27:37,140.172.144.237,192.168.1.10,2589,ICMP,243367,2987
2025-07-08 08:28:37,195.91.185.194,202.202.173.55,8685,UDP,450657,1089
2025-07-08 03:25:37,40.86.164.32,192.168.1.28,143,UDP,627014,665
2025-07-08 18:55:37,192.168.1.12,147.17.218.28,1264,UDP,567280,2607
2025-07-08 08:34:37,93.197.204.255,192.168.1.47,21,ICMP,906484,351
2025-07-08 17:06:37,110.136.87.160,211.39.231.57,34823,TCP,958754,3009
2025-07-08 00:06:37,104.197.200.107,104.197.200.107,995,TCP,914246,1159
2025-07-08 03:56:37,110.136.87.160,93.98.62.57,25085,UDP,395413,3360
2025-07-07 21:39:37,90.220.109.29,192.168.1.20,993,UDP,699373,2132
2025-07-08 16:27:37,89.151.250.197,45.140.219.165,43409,UDP,768712,3395
2025-07-07 21:56:37,54.150.255.8,115.47.181.91,62257,ICMP,318986,475
2025-07-08 18:06:37,192.168.1.41,78.246.182.161,143,ICMP,633656,1801
2025-07-08 02:08:37,192.168.1.17,192.168.1.23,23666,UDP,330295,1426
2025-07-07 21:14:37,207.204.98.62,214.242.245.4,23177,TCP,22658,3440
2025-07-08 10:21:37,195.137.250.173,192.168.1.31,63007,UDP,549813,3570
2025-07-08 14:15:37,162.113.81.3,155.223.46.187,80,ICMP,849565,2556
2025-07-08 14:01:37,93.98.62.57,192.168.1.28,45417,ICMP,5058991,2059
2025-07-08 13:15:37,164.231.212.154,45.140.219.165,59980,ICMP,470355,3183
2025-07-07 20:48:37,188.203.9.207,162.12.220.96,6647,ICMP,116673,29
2025-07-07 22:27:37,36.89.237.242,192.168.1.25,34823,UDP,2869327,2078
2025-07-08 10:45:37,222.189.22.20,192.168.1.38,43642,TCP,806770,1860
2025-07-08 17:55:37,36.89.237.242,192.168.1.11,43409,TCP,254344,1163
2025-07-08 00:30:37,201.118.141.193,117.224.253.21,9191,UDP,124374,2385
2025-07-08 06:42:37,192.168.1.38,93.98.62.57,40074,UDP,671343,362
2025-07-08 08:38:37,135.35.12.107,192.168.1.12,995,UDP,14096,3003
2025-07-08 10:15:37,139.227.194.220,192.168.1.35,2658,TCP,5649037,1928
2025-07-08 14:29:37,177.16.66.94,219.182.96.152,25049,TCP,266105,2667
2025-07-08 03:28:37,110.136.87.160,64.197.92.250,15577,ICMP,406378,2688
2025-07-08 15:36:37,32.224.9.231,192.168.1.32,28431,UDP,4907275,2873
2025-07-07 21:47:37,64.197.92.250,192.168.1.45,40074,ICMP,850518,2002
2025-07-07 23:30:37,192.168.1.28,192.168.1.31,53,ICMP,111292,109
2025-07-08 03:40:37,164.18.185.120,192.168.1.36,1264,UDP,9882953,2485
2025-07-08 07:10:37,90.220.109.29,86.11.159.4,23666,UDP,507112,2706
2025-07-07 22:50:37,188.203.9.207,118.133.134.241,23177,ICMP,969938,1559
2025-07-07 23:23:37,152.129.38.82,185.199.25.83,50927,ICMP,604110,2733
2025-07-08 01:08:37,118.133.134.241,90.220.109.29,53,ICMP,356770,1033
2025-07-08 01:58:37,83.157.199.74,192.168.1.34,2658,ICMP,6770735,3447
2025-07-08 13:28:37,113.250.232.206,152.129.38.82,58686,ICMP,478267,874
2025-07-07 23:57:37,16.73.143.75,192.168.1.10,47300,UDP,248547,249
2025-07-08 02:48:37,36.89.237.242,192.168.1.14,1264,UDP,9386404,1083
2025-07-08 07:50:37,93.98.62.57,192.168.1.37,45607,ICMP,7342345,2376
2025-07-07 20:24:37,89.151.250.197,12.64.85.94,23666,ICMP,427398,752
2025-07-08 18:45:37,119.230.201.57,199.197.11.203,53980,ICMP,704223,3582
2025-07-08 04:51:37,162.113.81.3,201.118.141.193,34823,ICMP,247918,502
2025-07-08 02:48:37,40.86.164.32,134.82.248.42,6297,TCP,341990,2316
2025-07-08 18:04:37,192.168.1.24,192.168.1.49,63007,ICMP,934189,2397
2025-07-08 01:20:37,152.129.38.82,140.172.144.237,50002,ICMP,863310,2990
2025-07-07 23:41:37,155.161.184.245,192.168.1.49,3083,UDP,9644133,280
2025-07-08 11:41:37,162.31.176.95,158.111.253.153,40074,UDP,292924,1727
2025-07-08 15:34:37,13.142.96.159,192.168.1.39,50339,ICMP,6692422,181
2025-07-08 07:08:37,16.73.143.75,192.168.1.42,35320,ICMP,453843,2739
2025-07-08 04:15:37,132.2.73.56,115.5.29.97,14977,TCP,236067,3569
2025-07-07 23:17:37,45.140.219.165,54.207.22.164,23177,UDP,539968,810
2025-07-07 20:29:37,32.224.9.231,222.189.22.20,47300,TCP,757901,2677
2025-07-08 03:53:37,169.36.133.71,192.168.1.43,110,ICMP,61351,2720
2025-07-08 16:00:37,77.157.103.122,158.111.253.153,110,UDP,544440,526
2025-07-07 22:19:37,12.64.85.94,192.168.1.14,59980,ICMP,3821481,464
2025-07-07 22:54:37,101.185.34.222,192.168.1.28,14977,UDP,638554,550
2025-07-08 13:01:37,69.18.75.160,117.224.253.21,43409,UDP,97607,1615
2025-07-08 02:11:37,85.38.165.125,192.168.1.17,63007,UDP,1658743,3084
2025-07-08 06:47:37,188.203.9.207,40.86.164.32,45417,UDP,681712,1983
2025-07-08 14:14:37,14.63.72.134,222.189.22.20,25085,TCP,740016,814
2025-07-08 18:41:37,192.168.1.32,192.168.1.12,34823,UDP,822795,1681
2025-07-08 00:05:37,192.168.1.13,162.12.220.96,25,UDP,397812,3222
2025-07-08 14:19:37,162.31.176.95,192.168.1.28,14977,ICMP,216995,1436
2025-07-08 02:35:37,162.31.176.95,192.168.1.44,995,TCP,814512,37
2025-07-08 13:35:37,64.94.201.159,219.182.96.152,143,TCP,788658,2942
2025-07-08 17:54:37,87.159.69.91,192.168.1.11,45878,UDP,776584,2178
2025-07-08 01:45:37,147.17.218.28,205.10.108.167,58686,UDP,414382,3488
2025-07-08 19:19:37,67.173.190.95,155.223.46.187,43649,UDP,748485,3260
2025-07-08 01:16:37,45.140.219.165,192.168.1.46,80,UDP,461968,837
2025-07-08 15:49:37,205.10.108.167,192.168.1.42,15577,TCP,329010,983
2025-07-08 19:32:37,100.21.146.64,221.254.243.92,22,UDP,420315,1223
2025-07-08 11:06:37,192.168.1.38,192.168.1.44,62257,UDP,730976,463
2025-07-08 07:40:37,192.168.1.48,192.168.1.10,1264,ICMP,608608,3470
2025-07-08 15:07:37,119.230.201.57,192.168.1.10,1267,UDP,1871687,2196
2025-07-08 15:49:37,12.2.236.183,169.36.133.71,43642,TCP,825429,1938
2025-07-08 06:58:37,67.173.190.95,192.168.1.25,1267,TCP,76037,1025
2025-07-08 03:38:37,43.93.233.226,192.168.1.11,51020,ICMP,8947277,1201
2025-07-08 05:29:37,101.185.34.222,192.168.1.25,23425,UDP,185882,906
2025-07-08 19:12:37,222.189.22.20,18.125.169.171,9191,UDP,481285,416
2025-07-08 08:41:37,213.219.150.233,69.18.75.160,29147,TCP,861293,3364
2025-07-08 16:22:37,192.168.1.14,221.91.60.15,3083,UDP,834660,1446
2025-07-08 19:37:37,89.151.250.197,93.98.62.57,34823,UDP,504624,2642
2025-07-08 17:27:37,115.5.29.97,32.224.9.231,38863,ICMP,987504,3432
2025-07-07 19:44:37,118.133.134.241,192.168.1.47,1267,UDP,7363052,1449
2025-07-08 06:55:37,119.230.201.57,85.38.165.125,21,ICMP,587373,461
2025-07-08 18:32:37,195.137.250.173,157.149.95.221,6297,TCP,35083,2987
2025-07-08 04:03:37,40.86.164.32,192.168.1.14,53980,TCP,510474,1800
2025-07-07 23:27:37,183.179.143.44,192.168.1.26,34823,ICMP,121018,495
2025-07-08 18:15:37,87.245.134.116,192.168.1.29,43642,UDP,7946182,211
2025-07-08 06:15:37,192.168.1.44,34.223.180.243,28711,UDP,569019,1093
2025-07-07 21:20:37,192.168.1.11,113.250.232.206,50339,TCP,153261,2401
2025-07-08 05:49:37,90.220.109.29,85.38.165.125,9191,TCP,827256,3369
2025-07-08 08:40:37,192.168.1.42,192.168.1.49,50927,ICMP,186758,1210
2025-07-07 21:59:37,211.39.231.57,192.168.1.12,23177,TCP,1740180,1748
2025-07-08 09:53:37,78.45.118.32,211.39.231.57,43786,TCP,570143,632
2025-07-08 01:42:37,192.168.1.40,134.82.248.42,12645,UDP,62081,515
2025-07-07 23:12:37,214.242.245.4,139.227.194.220,23425,UDP,370713,2540
2025-07-08 07:11:37,192.168.1.26,192.168.1.44,6647,ICMP,968633,1238
2025-07-08 15:34:37,221.91.60.15,214.242.245.4,23666,UDP,464365,1298
2025-07-07 20:42:37,222.151.192.86,192.168.1.26,35320,UDP,111220,396
2025-07-08 18:13:37,32.224.9.231,64.197.92.250,1264,TCP,294208,3157
2025-07-08 19:21:37,192.168.1.46,18.125.169.171,2589,ICMP,296821,382
2025-07-08 15:56:37,132.2.73.56,194.121.40.156,39805,TCP,73739,207
2025-07-07 23:23:37,13.142.96.159,205.10.108.167,6297,TCP,867132,167
2025-07-08 00:30:37,115.47.181.91,192.168.1.19,143,ICMP,38179,2196
2025-07-08 13:58:37,169.36.133.71,192.168.1.22,43649,UDP,720567,401
2025-07-08 09:30:37,87.101.231.9,222.189.22.20,143,UDP,952574,1689
2025-07-08 06:08:37,192.168.1.38,12.64.85.94,22,UDP,701251,2196
2025-07-08 08:51:37,210.38.190.248,186.32.162.56,50339,ICMP,860985,2145
2025-07-08 08:44:37,158.111.253.153,192.168.1.17,18571,ICMP,341612,3174
2025-07-08 12:37:37,89.151.250.197,192.168.1.37,26803,UDP,6524206,2930
2025-07-08 02:17:37,192.168.1.44,192.168.1.48,43642,UDP,527253,988
2025-07-07 20:55:37,115.5.29.97,157.149.95.221,45417,TCP,420933,1423
2025-07-07 21:26:37,222.151.192.86,192.168.1.17,443,TCP,454075,1454
2025-07-07 23:23:37,113.250.232.206,192.168.1.24,12645,UDP,63258,265
2025-07-08 15:40:37,152.129.38.82,192.168.1.11,23425,TCP,829074,2724
2025-07-08 17:15:37,77.157.103.122,222.151.192.86,443,UDP,477206,2772
2025-07-08 13:57:37,192.168.1.21,192.168.1.22,22,UDP,600368,2556
2025-07-08 19:34:37,221.91.60.15,214.242.245.4,45417,ICMP,949157,1585
2025-07-07 22:05:37,192.168.1.21,91.57.11.161,45878,UDP,311207,3339
2025-07-08 08:33:37,85.38.165.125,192.168.1.26,45607,UDP,351233,1272
2025-07-08 15:14:37,34.223.180.243,152.129.38.82,63638,TCP,987013,508
2025-07-08 16:44:37,222.189.22.20,183.179.143.44,63007,TCP,645454,172
2025-07-08 07:00:37,183.179.143.44,209.173.79.182,8685,UDP,582535,773
2025-07-08 01:55:37,192.168.1.17,192.168.1.24,53980,ICMP,501220,1692
2025-07-08 09:12:37,139.227.194.220,192.168.1.20,3083,ICMP,825050,1593
2025-07-08 14:01:37,192.168.1.35,16.73.143.75,995,TCP,24799,2675
2025-07-07 20:45:37,192.168.1.33,192.168.1.12,6647,ICMP,670596,788
2025-07-08 10:27:37,115.47.181.91,78.246.182.161,6647,ICMP,780961,2718
2025-07-08 09:57:37,40.86.164.32,132.2.73.56,28431,UDP,181916,1175
2025-07-08 03:24:37,34.223.180.243,192.168.1.26,21,TCP,48584,426
2025-07-08 06:48:37,164.231.212.154,18.125.169.171,43649,TCP,91046,3401
2025-07-08 02:32:37,130.61.33.173,221.91.60.15,50002,ICMP,456630,1363
2025-07-07 22:24:37,117.155.34.21,192.168.1.39,43642,TCP,7324178,1958
2025-07-08 06:17:37,119.230.201.57,192.168.1.13,2589,TCP,670253,2020
2025-07-08 06:07:37,192.168.1.34,77.157.103.122,25085,ICMP,522400,753
2025-07-08 18:38:37,209.173.79.182,147.17.218.28,52209,ICMP,699817,226
2025-07-08 02:33:37,192.168.1.47,115.47.181.91,24287,TCP,227637,610
2025-07-08 13:03:37,119.229.134.49,34.40.188.108,26803,TCP,178169,896
2025-07-07 23:11:37,199.197.11.203,192.168.1.35,15577,TCP,348527,2033
2025-07-08 12:28:37,86.11.159.4,192.168.1.28,995,TCP,809417,3309
2025-07-08 03:54:37,213.219.150.233,192.168.1.18,45607,TCP,4440470,1994
2025-07-08 06:24:37,192.168.1.36,195.137.250.173,110,TCP,513382,1912
2025-07-07 23:04:37,192.168.1.41,113.250.232.206,993,TCP,28184,1818
2025-07-08 17:54:37,192.168.1.44,184.186.181.36,62257,ICMP,540571,2379
2025-07-08 17:08:37,83.157.199.74,192.168.1.10,50927,ICMP,452845,3564
2025-07-08 00:41:37,192.168.1.31,83.157.199.74,1264,ICMP,446021,3447
2025-07-08 11:26:37,139.227.194.220,87.245.134.116,47300,TCP,210154,2855
2025-07-08 06:07:37,147.17.218.28,183.179.143.44,8685,TCP,828324,2410
2025-07-08 06:10:37,4.66.167.88,134.82.248.42,39805,TCP,527803,2883
2025-07-08 00:13:37,152.129.38.82,192.168.1.40,39805,ICMP,513505,3288
2025-07-08 11:42:37,205.10.108.167,85.38.165.125,110,ICMP,852374,698
2025-07-08 08:47:37,64.197.92.250,110.136.87.160,18571,UDP,859941,1188
2025-07-08 09:02:37,16.73.143.75,192.168.1.21,29147,ICMP,773411,2615
2025-07-07 21:14:37,14.63.72.134,192.168.1.48,28711,TCP,811985,1454
2025-07-08 11:35:37,192.168.1.20,4.66.167.88,62257,ICMP,619388,3514
2025-07-08 05:08:37,54.207.22.164,199.119.150.212,23666,UDP,140499,1744
2025-07-08 09:58:37,32.224.9.231,64.94.201.159,50927,TCP,283939,222
2025-07-08 09:51:37,169.36.133.71,192.168.1.41,62257,TCP,859819,1410
2025-07-07 21:28:37,78.246.182.161,192.168.1.15,80,ICMP,760767,3463
2025-07-08 14:35:37,32.224.9.231,119.229.134.49,38863,TCP,454779,1118
2025-07-08 14:08:37,101.185.34.222,196.44.170.188,59980,UDP,864469,1378
2025-07-08 11:29:37,86.98.9.28,192.168.1.47,14977,UDP,661069,3151
2025-07-08 12:42:37,192.168.1.43,4.66.167.88,62257,TCP,689625,2043
2025-07-08 02:14:37,209.173.79.182,192.168.1.34,58686,ICMP,7222077,1930
2025-07-07 20:22:37,12.64.85.94,140.172.144.237,9191,ICMP,537155,609
2025-07-08 15:33:37,210.38.190.248,192.168.1.26,35320,ICMP,82293,3008
2025-07-08 03:07:37,21.186.60.209,162.12.220.96,6647,TCP,132665,297
2025-07-07 21:49:37,119.230.201.57,43.93.233.226,2589,TCP,816029,3404
2025-07-08 11:45:37,205.10.108.167,83.157.199.74,28711,UDP,789810,3428
2025-07-07 20:40:37,54.150.255.8,87.245.134.116,2589,ICMP,864623,3599
2025-07-07 21:00:37,4.146.247.130,162.113.81.3,63638,TCP,583356,1107
2025-07-07 21:37:37,162.12.220.96,192.168.1.30,53,ICMP,743560,899
2025-07-08 10:42:37,14.63.72.134,87.101.231.9,34823,ICMP,797030,2022
2025-07-07 21:18:37,192.168.1.42,192.168.1.47,25085,UDP,339283,2247
2025-07-08 16:52:37,119.229.134.49,110.136.87.160,7940,ICMP,909664,2285
2025-07-08 13:11:37,192.168.1.21,67.173.190.95,80,UDP,983247,2718
2025-07-08 14:51:37,110.136.87.160,184.186.181.36,2589,UDP,691299,2489
2025-07-07 23:34:37,100.21.146.64,64.197.92.250,39805,ICMP,602146,2165
2025-07-08 07:46:37,85.38.165.125,192.168.1.46,63638,TCP,5298315,2115
2025-07-07 20:11:37,4.66.167.88,86.98.9.28,50339,TCP,316818,2977
2025-07-08 16:03:37,135.35.12.107,192.168.1.12,28711,ICMP,6995023,1850
2025-07-08 05:32:37,184.186.181.36,192.168.1.32,53980,UDP,322436,1697
2025-07-07 20:19:37,185.199.25.83,13.142.96.159,12645,ICMP,432001,3595
2025-07-08 08:03:37,77.157.103.122,65.46.117.115,1267,TCP,535915,1891
2025-07-08 00:51:37,45.140.219.165,192.168.1.47,43649,ICMP,451194,303
2025-07-08 03:56:37,192.168.1.36,87.245.134.116,63007,TCP,160802,354
2025-07-08 09:06:37,192.168.1.34,192.168.1.24,21,TCP,55472,574
2025-07-08 00:14:37,14.63.72.134,64.156.38.99,34823,TCP,176022,643
2025-07-08 04:11:37,192.168.1.44,192.168.1.46,25085,TCP,244209,1079
2025-07-08 06:09:37,205.10.108.167,192.168.1.41,45878,TCP,9094916,2257
2025-07-08 03:18:37,192.168.1.43,201.118.141.193,39805,UDP,74975,1982
2025-07-08 15:18:37,21.186.60.209,192.168.1.20,7940,ICMP,7386849,2560
2025-07-07 23:19:37,192.168.1.45,140.172.144.237,12328,UDP,767786,1008
2025-07-08 14:22:37,115.5.29.97,186.32.162.56,34823,UDP,226419,2673
2025-07-08 04:29:37,188.203.9.207,192.168.1.24,1264,TCP,271553,3253
2025-07-08 11:42:37,135.35.12.107,64.156.38.99,45878,TCP,833916,671
2025-07-08 10:20:37,157.149.95.221,192.168.1.34,63007,UDP,4146397,2791
2025-07-08 05:39:37,139.227.194.220,221.91.60.15,995,ICMP,957917,2552
2025-07-08 12:01:37,164.18.185.120,139.227.194.220,8685,TCP,6607,1163
2025-07-07 20:16:37,54.205.54.78,63.227.43.1,45878,UDP,548544,2823
2025-07-08 00:24:37,195.91.185.194,162.31.176.95,29147,UDP,93798,3274
2025-07-08 18:18:37,91.57.11.161,192.168.1.14,26803,UDP,7783473,1256
2025-07-08 01:23:37,78.45.118.32,192.168.1.19,6666,TCP,2449540,1744
2025-07-08 00:58:37,13.142.96.159,213.219.150.233,14977,TCP,808532,3375
2025-07-08 17:58:37,221.254.243.92,169.36.133.71,2658,ICMP,235677,394
2025-07-08 17:42:37,78.45.118.32,192.168.1.49,38863,UDP,890274,1629
2025-07-08 10:48:37,65.46.117.115,192.168.1.14,3083,UDP,3661231,2526
2025-07-08 04:41:37,90.220.109.29,202.202.173.55,15577,UDP,958436,2887
2025-07-08 14:51:37,155.161.184.245,118.133.134.241,12645,TCP,998462,1869
2025-07-08 03:52:37,78.45.118.32,192.168.1.23,53,TCP,387242,680
2025-07-08 16:21:37,12.2.236.183,192.168.1.48,26803,ICMP,763074,3555
2025-07-08 16:05:37,93.197.204.255,169.36.133.71,8685,UDP,874908,1019
2025-07-07 19:57:37,195.137.250.173,192.168.1.10,2658,TCP,537149,1778
2025-07-08 05:09:37,192.168.1.28,219.182.96.152,25,UDP,700473,3245
2025-07-08 00:17:37,192.168.1.26,185.199.25.83,29147,ICMP,805742,667
2025-07-08 19:18:37,54.207.22.164,192.168.1.27,43409,ICMP,3351712,377
2025-07-08 15:47:37,192.168.1.11,87.101.231.9,14977,UDP,331490,207
2025-07-08 07:42:37,64.197.92.250,140.172.144.237,443,TCP,316818,2540
2025-07-08 06:40:37,192.168.1.19,192.168.1.18,53980,ICMP,646046,1690
2025-07-08 09:20:37,164.18.185.120,192.168.1.13,9191,ICMP,602421,1714
2025-07-08 17:17:37,192.168.1.12,155.223.46.187,59980,UDP,387183,740
2025-07-07 23:25:37,214.242.245.4,139.227.194.220,25,UDP,369009,661
2025-07-08 13:08:37,134.82.248.42,192.168.1.37,143,ICMP,47797,2192
2025-07-07 23:01:37,83.157.199.74,117.155.34.21,3083,UDP,624512,3158
2025-07-08 09:15:37,77.157.103.122,192.168.1.39,29147,TCP,5788944,2326
2025-07-08 06:42:37,13.142.96.159,4.66.167.88,50927,UDP,99479,2866
2025-07-08 01:44:37,113.250.232.206,195.91.185.194,45607,ICMP,101096,2411
2025-07-08 03:39:37,192.168.1.13,184.186.181.36,18571,UDP,77133,1149
2025-07-08 07:20:37,162.12.220.96,4.146.247.130,63007,TCP,721374,3127
2025-07-07 20:41:37,192.168.1.38,201.118.141.193,45878,ICMP,296809,926
2025-07-08 11:54:37,4.66.167.88,192.168.1.38,995,TCP,939185,15
2025-07-08 08:15:37,54.205.54.78,119.229.134.49,23177,ICMP,606180,678
2025-07-08 05:10:37,18.125.169.171,192.168.1.11,14977,ICMP,73945,580
2025-07-08 02:35:37,101.185.34.222,169.36.133.71,2658,TCP,365872,805
2025-07-08 13:32:37,192.168.1.47,212.104.57.85,63638,UDP,150177,2951
2025-07-08 01:14:37,222.151.192.86,192.168.1.27,23666,ICMP,9598202,1751
2025-07-08 04:31:37,219.182.96.152,192.168.1.44,995,TCP,559223,1428
2025-07-08 15:25:37,86.11.159.4,147.17.218.28,110,TCP,265622,222
2025-07-08 04:20:37,214.242.245.4,64.197.92.250,43649,ICMP,146798,852
2025-07-08 15:24:37,202.202.173.55,64.94.201.159,43409,TCP,872782,2967
2025-07-08 16:05:37,78.246.182.161,192.168.1.11,43642,UDP,9277530,3092
2025-07-08 13:15:37,40.86.164.32,210.38.190.248,58686,ICMP,516931,1454
2025-07-08 08:53:37,119.229.134.49,69.18.75.160,43409,TCP,531433,3182
2025-07-08 01:52:37,192.168.1.12,184.186.181.36,18571,ICMP,672042,847
2025-07-07 23:10:37,221.254.243.92,192.168.1.43,23666,TCP,3560671,976
2025-07-08 16:45:37,134.82.248.42,192.168.1.11,43649,ICMP,2839636,1085
2025-07-08 13:49:37,93.197.204.255,192.168.1.34,23425,TCP,9825766,3007
2025-07-08 10:56:37,4.146.247.130,188.203.9.207,15577,TCP,463082,3595
2025-07-07 21:01:37,83.157.199.74,86.11.159.4,143,UDP,622723,1798
2025-07-08 08:36:37,93.197.204.255,192.168.1.17,8685,ICMP,2662873,1330
2025-07-08 01:45:37,130.61.33.173,13.142.96.159,24287,UDP,550688,710
2025-07-08 16:53:37,151.41.54.241,192.168.1.32,1267,TCP,777062,721
2025-07-08 09:01:37,207.204.98.62,93.197.204.255,23177,ICMP,63595,2134
2025-07-08 13:16:37,192.168.1.45,188.203.9.207,23007,UDP,697575,2847
2025-07-08 12:59:37,118.133.134.241,87.245.134.116,43649,UDP,271812,3140
2025-07-08 06:51:37,221.91.60.15,93.98.62.57,12645,ICMP,476911,2352
2025-07-08 05:25:37,188.203.9.207,195.91.185.194,3083,TCP,81954,206
2025-07-08 00:24:37,192.168.1.48,221.91.60.15,59980,UDP,670938,2159
2025-07-08 07:53:37,192.168.1.39,151.41.54.241,52209,UDP,947733,2781
2025-07-08 18:41:37,192.168.1.39,192.168.1.11,45878,ICMP,579971,3111
2025-07-08 04:43:37,155.161.184.245,192.168.1.17,1264,TCP,919977,2933
2025-07-08 06:28:37,158.111.253.153,85.38.165.125,43409,TCP,90346,578
2025-07-08 04:48:37,207.204.98.62,192.168.1.17,43786,TCP,6969641,434
2025-07-08 02:56:37,134.82.248.42,192.168.1.37,8685,TCP,5385916,434
2025-07-08 08:11:37,192.168.1.19,158.111.253.153,59980,TCP,986217,809
2025-07-08 10:10:37,36.89.237.242,192.168.1.24,58686,UDP,8581490,2937
2025-07-08 00:39:37,192.168.1.42,65.46.117.115,25085,TCP,494957,1235
2025-07-08 10:53:37,83.157.199.74,192.168.1.34,12645,TCP,810569,1786
2025-07-08 16:03:37,192.168.1.48,212.104.57.85,9191,UDP,332720,1959
2025-07-08 10:02:37,34.40.188.108,205.10.108.167,25049,UDP,624723,1820
2025-07-08 09:40:37,83.66.230.243,192.168.1.36,2658,TCP,1467585,3035
2025-07-08 04:46:37,135.35.12.107,4.66.167.88,29147,ICMP,477822,2031
2025-07-08 18:37:37,209.173.79.182,192.168.1.15,50002,UDP,194945,606
2025-07-08 00:17:37,164.231.212.154,64.156.38.99,21,ICMP,635992,1440
2025-07-08 12:18:37,155.223.46.187,64.156.38.99,25049,ICMP,428901,1664
2025-07-07 23:37:37,4.66.167.88,34.223.180.243,2658,TCP,53558,1072
2025-07-07 23:12:37,78.246.182.161,93.197.204.255,2658,UDP,595770,566
2025-07-08 19:35:37,192.168.1.46,207.204.98.62,22,ICMP,668286,2507
2025-07-08 16:54:37,135.35.12.107,213.219.150.233,15577,UDP,176968,2418
2025-07-07 23:26:37,221.91.60.15,192.168.1.11,9191,TCP,238338,2141
2025-07-08 08:30:37,87.245.134.116,192.168.1.35,1267,ICMP,355296,2514
2025-07-08 10:10:37,67.173.190.95,177.16.66.94,35320,ICMP,267404,1230
2025-07-08 14:08:37,183.179.143.44,192.168.1.44,14977,ICMP,589483,3096
2025-07-07 21:21:37,192.168.1.43,34.40.188.108,24287,ICMP,389874,460
2025-07-08 04:17:37,86.11.159.4,45.140.219.165,52209,UDP,522273,198
2025-07-07 22:02:37,192.168.1.18,119.229.134.49,995,ICMP,766691,2701
2025-07-08 16:19:37,164.231.212.154,86.98.9.28,43642,ICMP,376502,603
2025-07-08 08:46:37,202.202.173.55,34.40.188.108,12328,TCP,739969,2817
2025-07-08 11:22:37,183.179.143.44,192.168.1.15,14977,UDP,8648783,1449
2025-07-08 08:15:37,40.86.164.32,202.202.173.55,53,UDP,6932,2585
2025-07-08 08:57:37,34.223.180.243,192.168.1.21,50339,TCP,873637,3048
2025-07-08 14:50:37,89.151.250.197,155.161.184.245,28431,TCP,763746,3222
2025-07-08 12:03:37,202.202.173.55,207.204.98.62,52209,ICMP,94905,3035
2025-07-08 01:04:37,87.245.134.116,91.57.11.161,45417,UDP,568619,3134
2025-07-07 20:23:37,192.168.1.21,83.157.199.74,15577,UDP,134875,2896
2025-07-08 08:08:37,192.168.1.22,119.229.134.49,12328,UDP,543389,345
2025-07-08 06:58:37,192.168.1.49,192.168.1.14,2658,UDP,452697,2529
2025-07-08 02:53:37,54.207.22.164,192.168.1.18,25085,TCP,999332,2128
2025-07-07 22:35:37,184.186.181.36,192.168.1.24,23177,ICMP,7820620,2390
2025-07-08 06:35:37,64.156.38.99,192.168.1.25,45417,ICMP,126722,3430
2025-07-08 09:11:37,151.41.54.241,211.39.231.57,51020,ICMP,943000,1762
2025-07-08 18:40:37,221.254.243.92,192.168.1.37,2589,TCP,953890,1842
2025-07-07 20:01:37,54.207.22.164,192.168.1.41,14977,ICMP,782757,3262
2025-07-08 12:41:37,54.150.255.8,87.245.134.116,21,UDP,876916,3577
2025-07-08 16:27:37,188.203.9.207,192.168.1.44,12345,UDP,8871191,2433
2025-07-08 00:09:37,36.89.237.242,192.168.1.11,3083,UDP,3677472,436
2025-07-08 16:28:37,210.38.190.248,192.168.1.49,45417,ICMP,775229,2952
